sentence1,sentence2,label
"Түүний туурвисан дэвтэр нь Зөвлөлт Улсын Шинжлэх Ухааны Академийн харьяа Дорно дахиныг шинжлэх газарт бичмэл зүйлийн санд хадгалагдан байгаа бөгөөд найрамдлын дотор фото татуулж, манай Шинжлэх ухааны Хүрээлэнд ирүүлсэн нь одоогийн бидний орчуулах ажилд тулгуур болж их тус болов.","Кафаровын дэвтэр Зөвлөлт Улсын Шинжлэх Ухааны Академийн Дорно дахиныг шинжлэх газарт хадгалагдаж, Шинжлэх ухааны Хүрээлэнд ирүүлсэн нь орчуулах ажилд их тус болжээ.","1"
"Энэ Кафаров бол өөрөө хятадач болохоос биш, монголч биш тул өөрийн үүсгэн явуулж байсан орчуулга ба хятад эхийн бодитыг нь өөрийн танил залуу монголч Позднеевт өгсөн байжээ.","Кафаров хятадач байсан бөгөөд монголч биш тул орчуулга болон хятад эхийн бодит байдлыг Позднеевт өгсөн байна.","1"
"Позднеев нь шүүмжлэлийг 1883 онд тусгаар бяцхан дэвтрээр зарласан ба дараа нь 1897 оны хэрд Монголын утга зохиолын түүх гэж нэрийдэж нэг дэвтэр гаргахдаа хавсралт болгож, Нууц товчооны эхний 96 зүйлийг чулуун бараар орос монгол үсгээр бичиж нийтэлсэн байна.","Позднеев 1883 онд шүүмжлэл гаргаж, 1897 онд Монголын утга зохиолын түүх нэртэй дэвтэр гаргаж Нууц товчооны эхний 96 зүйлийг орос монгол үсгээр бичиж нийтэлсэн.","1"
"Нууц товчооны хятад үсгийн эх нь хамгийн эртний анхны эх биш гэж үзэж болно.","Нууц товчооны хятад үсэгтэй эх нь анхны эх гэж тооцогдохгүй.","0"
"Кафаровын орчуулга ба хятад эхийн бодит байдал нь түгээмэл ойлгомжгүй байж болно.","Кафаровын орчуулга нь түгээмэл ойлгомжгүй байж болох бөгөөд хятад эхийн бодит байдал ч мөн адил.","0"
"Бас энэ зохиолыг судлах явдалд нэг онц амжилт гарсан нь Зөвлөлт улсын эрдэмтэн Козин, уул зохиолыг арван таван жил шинжлэн судалсаар 1941 онд Нууц товчооны эх ба орос хэл дээр хөрвүүлсэн орчуулгыг судлалын хамт нэг дэвтэр болгож хэвлэсэн байна.","Зөвлөлт улсын эрдэмтэн Козин 1941 онд Нууц товчооны эх ба орос хэл дээр хөрвүүлсэн орчуулгыг судлалын хамт нэг дэвтэр болгон хэвлэсэн амжилт гаргасан.","1"
"Нууц товчооны эхний гурван бүлгийг орчуулсны хойно бид, Козины хэвлүүлсэн Нууц товчооны эх орчуулга нэг дэвтрийг олж аваад уг зохиолыг орчуулахад иш баримт болгож хэрэглэв.","Козины хэвлүүлсэн Нууц товчооны эх орчуулгыг орчуулахад иш баримт болгож хэрэглэсэн.","1"
"Франц улсын нэр өндөр болсон хятадач Пелльо 1913 оноос эхлэн энэ түүхийг шинжлэн, сонирхолтой сэдвүүдийг хэсэг хэсгээр нийтэлсээр сүүлийн үест бусад холбогдох бичгүүдтэй чацуулан үзэж гүн боловсруулан, зургаан бүлгийн орчуулгыг бүрэн эхийн хамтаар нэгэнт нийтэлсэн байна.","Францын хятадач Пелльо 1913 оноос энэ түүхийг шинжлэн, зургаан бүлгийн орчуулгыг бүрэн эхийн хамтаар нийтэлсэн.","1"
"Германы Хэниш гэдэг хятадач, мөн түүхийг шинжилгээ үйлдэж, хэдэн зүйлийг 1931 онд нийтэлсэн ба Хятадын эрдэмтэн Ей Дэ-хуйн 1908 онд хэвлүүлсэн ганцхан эхийг баримталж латин үсгээр сийрүүлэн бичиж, мөн түүхэнд орсон үгний толийн хамтаар хэвлэн нийтэлжээ.","Германы Хэниш 1931 онд түүхийг шинжилгээ хийж, латин үсгээр сийрүүлэн бичиж, түүхийн үгний толийг хэвлүүлсэн.","1"
"Дундад улсад бол харин ч манай сонирхон бүхий түүхийг их эрт бөгөөд Юань улсын мөхсөний дараа, Мин улсын Хун ү хааны үед олж, 1382 онд хятад хэлэн дээр Жан Юан-зи, Маш-Их хоёр орчуулсан гэж Кафаров, хятад түүхээс иш татаж мэдээлнэ.","Юань улсын мөхсөний дараа, Мин улсын Хун ү хааны үед Дундад улсад Нууц товчоог хятад хэл дээр орчуулсан гэж Кафаров мэдээлсэн.","1"
